Date,Timestamp,X,Y,Z
25/09/2023,1695682194,0.073061161,-0.21977976,0.026767965
25/09/2023,1695682194,-0.021991851,-0.319685042,0.073187664
25/09/2023,1695682194,-0.419218838,-0.43680954,0.138278514
25/09/2023,1695682194,-0.275162876,-1.204838514,0.209257618
25/09/2023,1695682194,-0.492390513,-1.492594481,0.298131824
25/09/2023,1695682194,0.569999039,-2.110347509,-0.209693581
25/09/2023,1695682194,0.363296181,0.195213169,-0.604037702
25/09/2023,1695682194,-0.071837701,1.964485288,-0.564337969
25/09/2023,1695682194,-0.877571762,1.842899442,0.353690684
25/09/2023,1695682194,0.003954262,-0.269502044,0.044149883
25/09/2023,1695682194,0.629997671,-0.575571179,-2.34232831
25/09/2023,1695682194,1.613736272,-2.45187664,-1.41996181
25/09/2023,1695682195,3.302068949,-6.367726803,-3.814177752
25/09/2023,1695682195,2.959690809,-5.098105431,-4.000105381
25/09/2023,1695682195,2.553126335,-5.705057144,-3.393137932
25/09/2023,1695682195,2.743261814,-5.507737637,-2.864523172
25/09/2023,1695682195,1.7977525,-4.208510399,-2.405501604
25/09/2023,1695682195,1.830988169,-4.72438097,-2.550324202
25/09/2023,1695682195,2.764738798,-9.069934845,-2.293967009
25/09/2023,1695682195,1.958249807,-5.851103306,-1.22496438
25/09/2023,1695682195,3.488329172,-6.444561481,-0.403027892
25/09/2023,1695682195,2.082946062,1.746882677,0.051529769
25/09/2023,1695682195,3.63315773,-2.252610207,0.262917638
25/09/2023,1695682195,3.097533941,-0.82233566,-0.319337517
25/09/2023,1695682195,4.132621288,-1.760289788,-0.004867193
25/09/2023,1695682195,4.058294296,-0.163057625,0.127110019
25/09/2023,1695682195,2.848779678,0.139232993,-0.250568032
25/09/2023,1695682195,3.403377295,0.398136199,-0.299455166
25/09/2023,1695682195,1.824490428,0.631691933,-0.276313871
25/09/2023,1695682195,2.013894081,0.77358067,-0.348833084
25/09/2023,1695682195,1.165900469,1.021467447,0.127959564
25/09/2023,1695682195,1.342212677,1.683976173,0.113944679
25/09/2023,1695682196,1.55528605,0.327628195,-0.075911805
25/09/2023,1695682196,1.757716894,0.887757838,-0.064664744
25/09/2023,1695682196,1.644466281,0.570859253,0.059464127
25/09/2023,1695682196,1.538700223,0.235882834,-0.049423475
25/09/2023,1695682196,1.860346675,0.465190589,-0.125575766
25/09/2023,1695682196,1.5803653,0.347327322,-0.059383966
25/09/2023,1695682196,1.574103713,0.603933036,0.018165156
25/09/2023,1695682196,1.313323021,0.656591177,0.049991529
25/09/2023,1695682196,1.451093078,0.878979266,0.105055578
25/09/2023,1695682196,1.11529994,3.858913898,0.265376806
25/09/2023,1695682196,0.988117158,1.791356921,0.479363918
25/09/2023,1695682196,0.080924407,5.460644722,0.517201841
25/09/2023,1695682196,0.216831639,6.873718739,0.576106191
25/09/2023,1695682196,-0.581028521,8.105285645,0.33323735
25/09/2023,1695682196,-1.469934464,8.477837563,0.483375996
25/09/2023,1695682196,-0.740084469,7.498224258,-0.233942717
25/09/2023,1695682196,-1.053782463,5.058431625,-1.046311259
25/09/2023,1695682196,-0.4167445,4.144697189,-1.182958007
25/09/2023,1695682196,-0.294229239,5.77982235,-1.203679323
25/09/2023,1695682196,0.090808734,4.284716129,-0.688749671
25/09/2023,1695682197,-0.247747481,2.347948313,-0.760644615
25/09/2023,1695682197,0.06056188,3.851503372,-0.407284141
25/09/2023,1695682197,1.155208945,1.963777184,-0.879179776
25/09/2023,1695682197,0.911366761,3.062898397,-0.483365327
25/09/2023,1695682197,1.291450739,2.142620564,-0.348149985
25/09/2023,1695682197,1.463745236,1.615359783,-0.146197692
25/09/2023,1695682197,1.330829024,1.701077938,0.070755132
25/09/2023,1695682197,1.81558609,1.466473341,-0.063799754
25/09/2023,1695682197,1.763533235,1.493596077,-0.304350317
25/09/2023,1695682197,1.957169056,1.231955409,-0.290572703
25/09/2023,1695682197,2.18605876,1.704654455,-0.355550915
25/09/2023,1695682197,2.554165125,1.342297316,-0.437977344
25/09/2023,1695682197,2.598103523,1.140460968,-0.269468755
25/09/2023,1695682197,2.573741436,1.175732613,-0.121030018
25/09/2023,1695682197,2.773919582,0.4001562,-0.237973943
25/09/2023,1695682197,2.921789646,0.429919153,-0.038349785
25/09/2023,1695682197,2.803755045,0.22265625,-0.126171246
25/09/2023,1695682197,2.661446571,-0.327454299,-0.007139136
25/09/2023,1695682197,2.300719976,0.186269477,-0.057023071
25/09/2023,1695682197,2.350245476,-0.046027146,-0.050592072
25/09/2023,1695682198,2.369423151,-0.420692086,-0.204643682
25/09/2023,1695682198,2.432529688,-1.805420041,-0.027407389
25/09/2023,1695682198,2.929314375,-3.060845613,-0.100017413
25/09/2023,1695682198,2.670189142,-5.395419598,0.323604703
25/09/2023,1695682198,3.082356215,-4.586994648,-0.248679057
25/09/2023,1695682198,3.216910601,-7.015566349,-0.470931292
25/09/2023,1695682198,3.357232571,-8.765683174,-2.219603777
