Date,Timestamp,X,Y,Z
25/09/2023,1695682110,0.012651613,0.001182443,-0.003825631
25/09/2023,1695682110,-0.004240818,-0.002802444,-0.001973136
25/09/2023,1695682110,-0.002361425,-0.005683985,-0.004543087
25/09/2023,1695682110,-0.001294296,0.020766264,-0.000852744
25/09/2023,1695682110,0.002275405,-0.005458681,-0.001762214
25/09/2023,1695682110,-0.000875647,0.005213404,-0.005233111
25/09/2023,1695682110,-0.002075934,-0.000248739,-0.009938917
25/09/2023,1695682110,-0.001953961,0.014390391,-0.004897819
25/09/2023,1695682111,0.000146208,-0.013381319,-0.006950318
25/09/2023,1695682111,0.011770107,0.013850035,-0.003041863
25/09/2023,1695682111,-0.031964589,-0.00316277,-0.008658736
25/09/2023,1695682111,0.014941932,-0.006801447,-0.002324141
25/09/2023,1695682111,0.00411485,-0.010879279,-0.009768208
25/09/2023,1695682111,-0.015883092,0.005313006,0.001135306
25/09/2023,1695682111,-0.001287905,-0.000139816,0.006843259
25/09/2023,1695682111,-0.002186189,-0.003194195,-0.001014664
25/09/2023,1695682111,-0.001143029,0.008441421,-0.010130664
25/09/2023,1695682111,-0.006549246,-0.006087454,-0.005903962
25/09/2023,1695682111,0.020062391,-0.006208894,0.000311057
25/09/2023,1695682111,-0.009266469,-0.00721983,-0.005993178
25/09/2023,1695682111,-0.000108657,0.008902681,0.003857323
25/09/2023,1695682111,-0.00649545,-0.00602194,-0.007147125
25/09/2023,1695682111,0.009128251,0.007292002,0.000334759
25/09/2023,1695682111,4.42E-05,-0.020509003,-0.004129231
25/09/2023,1695682111,-0.002622415,0.013867612,0.006676279
